LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,PoolArea,YrSold,MoSold,SalePrice,HouseAge,RemodAge,TotalSF,TotalBath,PricePerSqFt
9750,7,6,1998,1998,1108,1108,989,2097,2,1,3,8,1,2,583,253,170,0,2006,6,274300,8,8,3205,2.5,130.8059132093467
7910,5,5,1960,1960,1075,1507,0,1507,2,0,4,7,0,1,404,0,0,0,2008,8,127000,48,48,2582,2.0,84.2733908427339
10215,4,5,1954,1954,864,948,0,948,1,0,3,5,0,1,248,0,0,0,2007,2,111000,53,53,1812,1.0,117.0886075949367
10125,6,6,1977,1977,1196,1279,0,1279,2,0,3,6,2,2,473,238,83,0,2008,2,171500,31,31,2475,2.0,134.08913213448005
17871,6,5,1967,1976,1680,1724,0,1724,1,1,3,7,1,2,480,0,0,0,2009,6,197900,42,33,3404,1.5,114.79118329466357
4060,6,5,1998,1999,1405,1337,0,1337,2,0,2,5,0,2,511,144,68,0,2008,8,181000,10,9,2742,2.0,135.37771129394167
9196,7,5,2003,2003,1560,1560,0,1560,2,0,3,7,0,2,573,100,150,0,2010,4,201000,7,7,3120,2.0,128.84615384615384
9350,6,7,1964,1991,1302,1302,0,1302,2,0,3,7,0,1,309,333,0,0,2007,10,158000,43,16,2604,2.0,121.35176651305683
12735,4,5,1972,1972,864,864,0,864,1,0,3,5,0,2,576,216,0,0,2008,4,111250,36,36,1728,1.0,128.76157407407408
7500,5,5,1963,1963,1040,1040,0,1040,1,1,3,5,0,1,308,0,0,0,2010,6,133000,47,47,2080,1.5,127.88461538461539
9240,8,5,2001,2002,1055,1055,1208,2263,2,1,3,7,1,2,905,0,45,0,2008,9,287000,7,6,3318,2.5,126.82280159080867
8068,6,5,2002,2002,1010,1010,1257,2267,2,1,4,8,1,2,390,120,46,0,2009,12,200000,7,7,3277,2.5,88.2223202470225
4928,6,6,1976,1976,958,958,0,958,2,0,2,5,0,2,440,0,60,0,2009,10,143750,33,33,1916,2.0,150.05219206680584
25339,5,7,1918,2007,816,1416,0,1416,2,0,3,7,0,2,576,0,0,0,2007,8,112000,89,0,2232,2.0,79.09604519774011
16635,6,7,1977,2000,1602,1602,0,1602,2,0,3,8,1,2,529,240,0,0,2009,6,215000,32,9,3204,2.0,134.207240948814
21780,6,7,1918,1950,1163,1163,511,1674,2,0,4,8,1,2,396,72,36,0,2008,7,185000,90,58,2837,2.0,110.51373954599761
6600,5,4,1892,1965,994,1378,994,2372,2,0,4,11,0,1,432,0,287,0,2009,12,107500,117,44,3366,2.0,45.320404721753796
9000,5,6,1880,1991,636,1089,661,1750,1,0,3,8,0,1,240,0,0,0,2006,6,124000,126,15,2386,1.0,70.85714285714286
7200,5,7,1950,1950,0,1040,0,1040,1,0,2,5,0,2,625,0,0,0,2006,6,109500,56,56,1040,1.0,105.28846153846153
21750,5,4,1960,2006,0,1771,0,1771,1,0,3,9,1,2,336,0,0,0,2009,11,115000,49,3,1771,1.0,64.93506493506493
10880,5,5,1950,1950,1164,1164,0,1164,1,0,3,5,0,1,240,0,48,0,2008,8,125000,58,58,2328,1.0,107.38831615120274
6240,5,6,1928,1950,1042,1042,534,1576,1,0,3,8,1,1,225,0,0,0,2006,8,149000,78,56,2618,1.0,94.54314720812182
13568,5,5,1995,1995,990,990,0,990,1,0,3,5,0,2,576,224,0,0,2006,7,156000,11,11,1980,1.0,157.57575757575756
14803,6,5,1971,1971,825,1097,896,1993,2,1,4,8,1,2,495,0,66,0,2006,6,190000,35,35,2818,2.5,95.33366783743101
35133,5,4,1963,1963,1572,1572,0,1572,1,1,3,5,2,3,995,0,263,0,2007,5,186700,44,44,3144,1.5,118.76590330788804
2522,7,5,2004,2004,970,970,739,1709,2,0,3,7,0,2,380,0,40,0,2006,5,130000,2,2,2679,2.0,76.06787595084845
12000,7,7,1941,1950,704,860,704,1564,1,1,3,7,1,1,234,0,0,0,2009,7,174500,68,59,2268,1.5,111.57289002557545
11361,6,5,1976,1976,1193,1523,0,1523,2,0,3,7,1,2,478,0,0,0,2008,5,180000,32,32,2716,2.0,118.18778726198293
8400,5,8,1939,1997,720,1052,720,2192,2,1,4,8,1,1,240,262,24,0,2008,7,179500,69,11,2492,2.5,81.88868613138686
7094,5,5,1966,1966,894,894,0,894,1,0,3,5,0,1,384,0,0,0,2007,5,125000,41,41,1788,1.0,139.82102908277406
9100,5,6,1965,1965,925,925,0,925,1,0,2,5,0,1,429,0,0,0,2009,7,117500,44,44,1850,1.0,127.02702702702703
24682,6,5,1999,1999,841,892,783,1675,2,1,3,7,1,2,502,0,103,0,2009,6,181000,10,10,2516,2.5,108.05970149253731
10721,6,6,1959,1959,1252,1252,0,1252,1,0,3,7,0,2,528,0,39,0,2008,10,142000,49,49,2504,1.0,113.4185303514377
9554,8,5,1993,1994,777,1065,846,1911,2,1,3,8,1,2,471,182,81,0,2006,9,215000,13,12,2688,2.5,112.50654107796964
14191,8,5,2002,2002,967,993,915,1908,2,1,4,9,0,2,431,135,0,0,2010,4,202900,8,8,2875,2.5,106.34171907756813
12046,6,6,1976,1976,848,1118,912,2030,2,1,4,8,1,2,551,0,224,0,2007,6,195000,31,31,2878,2.5,96.05911330049261
5062,7,5,1984,1984,1190,1190,900,2090,2,0,3,6,1,2,577,219,0,0,2007,9,207500,23,23,3280,2.0,99.2822966507177
10463,8,5,2005,2005,893,901,900,1801,2,1,3,8,1,3,800,0,116,0,2006,6,239900,1,1,2694,2.5,133.20377568017767
6000,6,6,1939,1950,780,825,587,1412,1,0,4,6,1,1,280,45,0,0,2009,5,132500,70,59,2192,1.0,93.83852691218131
11751,6,6,1977,1977,1844,1844,0,1844,2,0,3,7,1,2,546,0,122,0,2010,1,190000,33,33,3688,2.0,103.03687635574838
8335,5,5,1954,1954,0,1124,0,1124,1,0,3,5,1,0,0,0,36,0,2006,4,93000,52,52,1124,1.0,82.74021352313167
9262,8,5,2008,2009,1573,1578,0,1578,2,0,3,7,1,3,840,0,36,0,2009,5,287090,1,0,3151,2.0,181.93282636248415
13825,5,6,1958,1987,533,1021,580,1601,1,0,3,6,0,1,300,280,34,0,2008,12,140000,50,21,2134,1.0,87.44534665833854
9060,6,5,1939,1950,560,698,560,1258,1,0,2,6,0,1,280,0,0,0,2009,10,105000,70,59,1818,1.0,83.46581875993641
9600,6,6,1955,1972,1156,1520,0,1520,1,0,3,7,2,1,364,0,0,0,2010,3,153000,55,38,2676,1.0,100.65789473684211
27650,7,7,1960,2007,585,2069,0,2069,2,0,4,9,1,2,505,0,0,0,2008,11,242000,48,1,2654,2.0,116.96471725471243
10800,7,8,1890,1998,718,1576,978,2554,1,1,3,8,0,2,704,0,48,0,2007,7,159500,117,9,3272,1.5,62.45105716523101
7472,7,9,1972,2004,725,725,754,1479,1,1,4,7,0,2,484,0,32,0,2007,6,184000,35,3,2204,1.5,124.40838404327248
15523,5,6,1972,1972,864,864,0,864,1,0,3,5,1,1,338,0,0,0,2009,8,133500,37,37,1728,1.0,154.51388888888889
9550,7,5,1915,1970,756,961,756,1717,1,0,3,7,1,3,642,0,35,0,2006,2,140000,91,36,2473,1.0,81.537565521258
8198,7,5,2004,2004,1358,1358,0,1358,2,0,2,6,1,2,484,192,30,0,2008,7,207000,4,4,2716,2.0,152.43004418262151
6000,3,7,1948,2002,649,679,504,1183,1,1,2,6,0,1,308,0,176,0,2007,6,120000,59,5,1832,1.5,101.43702451394759
4435,6,5,2003,2003,848,848,0,848,1,0,1,3,0,2,420,140,0,0,2008,3,136500,5,5,1696,1.0,160.96698113207546
3182,7,5,2007,2007,1266,1266,0,1266,2,0,2,6,1,2,388,100,16,0,2008,3,159895,1,1,2532,2.0,126.29936808846762
5001,7,5,2007,2008,1314,1314,0,1314,2,0,2,6,1,2,626,172,62,0,2009,7,230000,2,1,2628,2.0,175.0380517503805
10592,6,7,1923,1996,602,900,602,1502,1,1,3,7,2,1,180,96,0,0,2007,8,165000,84,11,2104,1.5,109.85352862849534
9000,5,5,1954,1954,936,1128,0,1128,1,0,2,5,0,1,286,0,0,0,2006,6,118000,52,52,2064,1.0,104.60992907801419
7750,8,5,2002,2002,408,779,640,1419,2,1,3,7,1,2,527,120,0,0,2009,3,184100,7,7,1827,2.5,129.73925299506695
12182,7,5,2005,2005,1541,1541,0,1541,2,0,3,7,1,2,532,0,70,0,2010,5,220000,5,5,3082,2.0,142.76443867618428
1477,4,4,1970,1970,630,630,0,630,1,0,1,3,0,1,286,0,0,0,2009,4,80000,39,39,1260,1.0,126.98412698412699
10708,5,5,1955,1993,1617,1867,0,1867,1,0,2,7,3,1,303,476,0,0,2009,11,190000,54,16,3484,1.0,101.76754151044456
2368,5,6,1970,1970,765,765,600,1365,1,1,3,7,0,2,440,0,36,0,2009,5,125000,39,39,2130,1.5,91.57509157509158
12461,8,5,1994,1995,1624,1624,0,1624,2,0,2,5,1,3,757,0,114,0,2006,7,262000,12,11,3248,2.0,161.33004926108376
10800,6,7,1974,1997,1522,1548,1066,2614,2,1,4,9,1,2,624,38,243,0,2008,6,240000,34,11,4136,2.5,91.8133129303749
15865,8,6,1970,1970,2217,2217,0,2217,2,0,4,8,1,2,621,81,207,0,2007,10,268000,37,37,4434,2.0,120.88407758231845
8850,7,6,1916,1950,815,815,875,1690,1,0,3,7,1,1,225,0,0,0,2006,7,144000,90,56,2505,1.0,85.20710059171597
12677,8,5,2003,2004,1518,1518,0,1518,1,1,1,6,1,2,588,185,140,0,2008,4,274000,5,4,3036,1.5,180.5006587615283
10246,4,9,1965,2001,648,960,0,960,0,0,0,3,0,1,364,88,0,0,2006,5,145000,41,5,1608,0.0,151.04166666666666
18800,6,5,1976,1976,796,790,784,1574,2,1,3,6,1,2,566,306,111,0,2006,7,190000,30,30,2370,2.5,120.71156289707751
13891,8,5,2007,2008,1710,1710,0,1710,2,0,2,6,1,3,866,0,102,0,2008,1,372402,1,0,3420,2.0,217.77894736842106
9500,6,5,1963,1963,1394,1394,0,1394,1,1,3,6,2,2,514,0,76,0,2009,7,159000,46,46,2788,1.5,114.06025824964132
10570,8,8,1932,1994,853,1549,1178,2727,2,1,3,10,2,2,440,0,74,0,2007,12,315000,75,13,3580,2.5,115.51155115511551
8737,6,7,1923,1950,1065,915,720,1635,1,1,3,6,1,2,440,0,38,0,2007,5,210000,84,57,2700,1.5,128.44036697247705
2500,7,8,1915,2005,910,916,910,1826,1,1,4,7,1,1,164,0,0,0,2009,6,155000,94,4,2736,1.5,84.88499452354874
6000,4,6,1936,1950,672,757,567,1324,1,0,3,6,0,1,240,0,0,0,2009,7,128000,73,59,1996,1.0,96.67673716012085
11616,6,5,1978,1978,672,672,714,1386,2,1,3,6,1,2,440,335,0,0,2010,4,158900,32,32,2058,2.5,114.64646464646465
2544,7,5,2005,2005,600,520,623,1223,2,1,2,4,0,2,480,0,166,0,2006,7,147400,1,1,1743,2.5,120.5233033524121
7728,5,6,1962,1962,1106,1190,0,1190,1,0,3,6,0,2,540,0,18,0,2006,5,132500,44,44,2296,1.0,111.34453781512605
9600,6,5,1924,1950,572,572,524,1096,1,0,2,5,0,0,0,0,8,0,2008,4,79000,84,58,1668,1.0,72.08029197080292
14157,9,5,2005,2006,1922,1922,0,1922,2,0,3,8,1,3,676,178,51,0,2007,7,377426,2,1,3844,2.0,196.37148803329865
12342,4,5,1940,1950,861,861,0,861,1,0,1,4,0,2,539,158,0,0,2009,3,82500,69,59,1722,1.0,95.81881533101046
11409,5,4,1949,2008,768,1148,568,1716,1,1,3,8,1,1,281,0,0,0,2009,1,131000,60,1,2484,1.5,76.34032634032634
5000,5,6,1924,1950,1026,1026,665,1691,2,0,3,6,1,1,308,0,0,0,2010,5,127000,86,60,2717,2.0,75.10348905972798
9531,6,5,1998,1998,794,882,914,1796,2,1,3,7,0,2,546,0,36,0,2007,5,211000,9,9,2590,2.5,117.48329621380846
10356,5,6,1975,1975,969,969,0,969,1,1,3,5,0,2,440,0,0,0,2007,1,122000,32,32,1938,1.5,125.90299277605779
8400,6,6,1980,1981,650,888,676,1564,2,1,3,7,1,2,476,0,50,0,2010,4,171000,30,29,2214,2.5,109.33503836317135
10625,7,6,1974,1974,1053,1173,0,1173,2,0,3,6,2,2,528,0,120,0,2010,1,170000,36,36,2226,2.0,144.92753623188406
12209,6,5,2001,2002,804,804,1157,1961,2,1,3,7,1,2,560,125,192,0,2009,6,215000,8,7,2765,2.5,109.63793982661907
10852,6,5,2000,2000,959,959,712,1671,2,1,3,7,1,2,472,0,38,0,2006,2,173000,6,6,2630,2.5,103.5308198683423
12090,8,5,1998,1998,1141,1165,1098,2263,2,1,4,10,1,2,420,144,123,0,2006,7,258000,8,8,3404,2.5,114.00795404330535
14115,6,7,1956,2004,1073,1811,0,1811,1,0,2,6,1,2,470,0,0,0,2006,7,230000,50,2,2884,1.0,127.00165654334621
6000,4,4,1920,1950,960,960,0,960,1,0,2,5,0,1,308,0,0,0,2007,7,108500,87,57,1920,1.0,113.02083333333333
10357,7,5,1990,1991,910,1442,0,1442,2,0,3,6,1,2,719,0,244,0,2007,5,179900,17,16,2352,2.0,124.75728155339806
11216,8,5,2006,2006,1489,1489,0,1489,2,0,3,7,1,2,776,0,140,0,2006,6,232600,0,0,2978,2.0,156.21222296843519
21695,6,9,1988,2007,880,1680,0,1680,2,0,3,5,1,2,540,292,44,0,2009,12,222000,21,2,2560,2.0,132.14285714285714
5700,7,7,1926,1950,572,572,539,1111,1,0,2,5,1,1,288,0,0,0,2008,8,116900,82,58,1683,1.0,105.22052205220523
11670,9,5,2006,2006,1905,1905,0,1905,2,0,3,8,1,3,788,0,191,0,2007,3,320000,1,1,3810,2.0,167.97900262467192
9560,5,7,1972,1972,864,864,0,864,1,0,3,5,0,1,288,0,0,0,2006,6,128500,34,34,1728,1.0,148.72685185185185
6600,5,5,1962,1962,894,894,0,894,1,0,2,5,0,1,308,0,0,0,2009,8,109500,47,47,1788,1.0,122.48322147651007
11512,6,7,1959,2006,1019,1357,0,1357,1,0,2,5,1,1,312,0,0,0,2008,5,177000,49,2,2376,1.0,130.43478260869566
10226,8,5,2008,2008,1622,1630,0,1630,2,0,3,8,1,3,860,172,42,0,2009,1,295493,1,1,3252,2.0,181.2840490797546
9297,5,5,1976,1976,1728,1728,0,1728,2,0,4,8,0,2,560,0,0,0,2006,7,188000,30,30,3456,2.0,108.79629629629629
7082,5,8,1916,1995,686,948,980,1928,2,0,5,10,0,0,0,0,0,0,2006,7,160000,90,11,2614,2.0,82.98755186721992
10382,6,5,1958,1958,588,1095,0,1095,1,0,2,6,0,1,264,0,0,0,2006,3,140000,48,48,1683,1.0,127.85388127853881
20431,9,5,2005,2006,1848,1848,880,2728,2,1,4,10,2,3,706,0,0,0,2006,4,437154,1,0,4576,2.5,160.24706744868035
12155,6,8,1925,1950,672,810,672,1482,2,0,4,7,0,1,400,0,0,0,2008,3,140000,83,58,2154,2.0,94.46693657219973
5820,3,8,1955,2005,1162,1163,0,1163,1,0,3,6,0,1,220,142,98,0,2006,7,126175,51,1,2325,1.0,108.49097162510748
7943,4,5,1961,1961,1029,1029,0,1029,1,0,3,5,0,1,261,64,0,0,2007,4,118500,46,46,2058,1.0,115.1603498542274
4608,4,6,1945,1950,747,747,0,747,1,0,2,4,0,1,220,0,0,0,2010,6,80000,65,60,1494,1.0,107.095046854083
10991,8,5,2007,2007,1571,1571,0,1571,2,0,3,7,1,3,722,100,36,0,2007,12,239000,0,0,3142,2.0,152.1323997453851
10791,4,5,1967,1967,0,1296,0,1296,2,0,2,6,0,2,516,0,0,0,2006,10,90000,39,39,1296,2.0,69.44444444444444
8658,6,5,1965,1965,1088,1324,0,1324,2,0,3,6,1,2,440,0,138,0,2006,12,160000,41,41,2412,2.0,120.84592145015105
11414,7,8,1910,1993,728,1136,883,2019,1,0,3,8,0,2,532,509,135,0,2009,10,167500,99,16,2747,1.0,82.96186230807331
12416,6,5,1986,1986,1606,1651,0,1651,2,0,3,7,1,2,616,192,0,0,2008,11,184000,22,22,3257,2.0,111.44760751059964
8892,5,7,1953,1996,105,910,0,910,1,0,3,5,0,2,414,196,0,0,2008,10,116000,55,12,1015,1.0,127.47252747252747
7200,7,5,2006,2006,1293,1301,0,1301,2,0,2,5,1,2,572,216,121,0,2006,8,187750,0,0,2594,2.0,144.31206764027672
9590,7,5,2003,2003,868,1146,0,1146,2,0,3,6,1,2,438,160,22,0,2007,5,187500,4,4,2014,2.0,163.61256544502618
11885,8,5,2001,2001,1299,1299,573,1872,2,1,3,7,1,2,531,160,122,0,2009,11,261500,8,8,3171,2.5,139.69017094017093
115149,7,5,1971,2002,1643,1824,0,1824,2,0,2,5,2,2,739,380,48,0,2007,6,302000,36,5,3467,2.0,165.5701754385965
15431,10,5,2008,2008,3094,2402,0,2402,2,0,2,10,2,3,672,0,72,0,2009,4,555000,1,1,5496,2.0,231.05745212323063
9742,8,5,2002,2002,1777,1795,0,1795,2,0,3,7,1,2,534,171,159,0,2008,9,230000,6,6,3572,2.0,128.13370473537606
9492,5,5,1941,1950,768,968,408,1376,1,0,3,6,1,1,240,0,0,0,2007,4,105000,66,57,2144,1.0,76.30813953488372
12095,6,6,1964,1964,1127,1445,0,1445,1,1,3,7,1,2,645,180,0,0,2009,8,158000,45,45,2572,1.5,109.34256055363322
7018,5,5,1979,1979,1086,1224,0,1224,0,2,2,6,2,2,528,120,0,0,2009,6,153337,30,30,2310,1.0,125.27532679738562
3182,7,5,2005,2006,1346,1504,0,1504,2,0,1,7,1,2,457,156,0,0,2009,5,181000,4,3,2850,2.0,120.34574468085107
12968,5,6,1962,1962,912,912,0,912,1,0,2,4,0,1,352,140,0,0,2008,9,144000,46,46,1824,1.0,157.89473684210526
10335,5,6,1968,1993,1461,1721,0,1721,2,1,3,7,1,2,440,0,96,0,2006,7,180000,38,13,3182,2.5,104.59035444509006
9600,5,6,1959,1959,1041,1041,0,1041,1,0,3,6,0,1,270,224,88,0,2009,7,124500,50,50,2082,1.0,119.59654178674351
9250,5,7,1954,2005,1056,1056,0,1056,1,0,3,6,0,1,260,390,0,0,2007,7,139400,53,2,2112,1.0,132.00757575757575
8877,4,6,1938,1958,816,816,0,816,1,0,2,3,1,1,288,0,0,0,2009,5,100000,71,51,1632,1.0,122.54901960784314
8738,7,5,1999,1999,975,1005,1286,2291,2,1,4,8,1,2,429,192,0,0,2006,2,230000,7,7,3266,2.5,100.39284155390659
13031,6,5,1995,1996,691,691,807,1498,2,1,3,6,1,2,409,315,44,0,2006,7,187500,11,10,2189,2.5,125.16688918558077
22950,10,9,1892,1993,1107,1518,1518,3608,2,1,4,12,2,3,840,0,260,0,2006,6,475000,114,13,4143,2.5,131.6518847006652
10000,5,6,1973,2000,1176,1178,0,1178,1,1,3,5,1,2,439,224,0,0,2008,11,157000,35,8,2354,1.5,133.276740237691
10000,8,5,2006,2006,1588,1588,0,1588,2,0,3,7,1,3,825,144,45,0,2007,12,227000,1,1,3176,2.0,142.9471032745592
1680,6,5,1971,1971,672,672,546,1218,1,1,3,7,0,0,0,201,0,0,2006,4,91500,35,35,1890,1.5,75.1231527093596
12438,8,5,2006,2006,1234,1264,1312,2576,2,1,4,10,1,3,666,324,100,0,2006,7,361919,0,0,3810,2.5,140.49650621118013
8544,3,4,1950,1950,0,1040,0,1040,2,0,2,6,0,2,400,0,0,0,2009,6,92900,59,59,1040,2.0,89.32692307692308
11120,6,6,1984,1984,1232,1232,0,1232,2,0,3,6,0,2,516,0,0,0,2008,6,162500,24,24,2464,2.0,131.89935064935065
9735,5,5,2006,2007,384,754,640,1394,2,1,3,7,0,2,400,100,0,0,2008,5,167500,2,1,1778,2.5,120.15781922525107
11333,6,5,1976,1976,1029,1062,0,1062,1,0,3,5,2,2,539,120,0,0,2007,5,146800,31,31,2091,1.0,138.2297551789077
10240,8,5,2005,2005,1030,1038,1060,2098,2,1,3,8,1,3,878,192,52,0,2006,3,275500,1,1,3128,2.5,131.3155386081983
10896,6,7,1914,1995,1440,1440,1440,3395,2,0,8,14,0,0,0,0,110,0,2007,3,200000,93,12,4320,2.0,58.910162002945505
8235,5,7,1955,1995,825,825,0,825,1,0,2,4,0,2,720,140,50,0,2008,6,125000,53,13,1650,1.0,151.5151515151515
11200,5,5,1965,1965,1040,1040,0,1040,1,0,3,5,0,1,384,0,0,0,2008,2,129500,43,43,2080,1.0,124.51923076923077
4590,8,5,2006,2006,1554,1554,0,1554,2,0,2,6,1,2,627,156,73,0,2007,8,209500,1,1,3108,2.0,134.8133848133848
15426,6,5,1997,1997,928,928,836,1764,2,1,3,7,0,2,470,276,99,0,2009,8,231500,12,12,2692,2.5,131.2358276643991
12798,6,5,1997,1997,616,616,1072,1688,2,1,4,8,0,2,603,403,114,0,2008,5,200000,11,11,2304,2.5,118.48341232227489
3182,8,5,2004,2005,1256,1269,0,1269,2,0,2,6,1,2,430,146,20,0,2010,4,192000,6,5,2525,2.0,151.30023640661938
8800,6,7,1963,1963,936,1054,0,1054,1,0,3,6,0,2,480,120,0,0,2010,5,137500,47,47,1990,1.0,130.45540796963948
25000,5,4,1967,1967,1632,1632,0,1632,2,0,4,8,0,2,576,0,0,0,2007,6,143000,40,40,3264,2.0,87.62254901960785
4118,4,4,1941,1950,693,693,0,693,1,0,2,4,0,0,0,0,20,0,2006,3,52500,65,56,1386,1.0,75.75757575757575
6300,6,6,1914,2001,742,742,742,1484,2,0,3,9,1,0,0,0,291,0,2008,6,128000,94,7,2226,2.0,86.2533692722372
14145,7,7,1984,1998,1208,1621,0,1621,2,0,3,8,0,2,440,108,45,0,2006,5,202500,22,8,2829,2.0,124.92288710672425
7990,5,6,1975,1975,924,924,0,924,1,0,3,5,0,1,280,0,0,0,2008,4,110000,33,33,1848,1.0,119.04761904761905
9738,5,7,1924,1950,784,949,272,1221,1,0,4,7,0,1,392,0,0,0,2006,3,104900,82,56,2005,1.0,85.91318591318591
9503,5,5,1958,1983,1024,1344,0,1344,1,0,2,6,1,1,484,316,28,0,2007,6,144000,49,24,2368,1.0,107.14285714285714
5890,6,8,1930,2007,816,816,0,816,1,0,2,5,0,1,432,0,0,0,2008,6,120500,78,1,1632,1.0,147.67156862745097
10012,4,5,1972,1972,1138,1181,0,1181,2,0,3,6,0,2,588,0,0,0,2008,4,137500,36,36,2319,2.0,116.42675698560542
8765,4,6,1936,1950,951,951,0,951,1,0,2,6,0,1,327,0,28,0,2006,4,106500,70,56,1902,1.0,111.98738170347004
19378,7,5,2005,2006,1392,1392,1070,2462,2,1,4,9,1,2,576,239,132,0,2006,3,320000,1,0,3854,2.5,129.97562956945572
7800,5,5,1965,1965,828,965,0,965,1,0,3,6,0,1,300,421,0,0,2006,7,119900,41,41,1793,1.0,124.24870466321244
8125,6,5,1994,1998,1408,1679,0,1679,2,0,3,7,1,2,575,224,42,0,2008,10,193500,14,10,3087,2.0,115.2471709350804
3072,7,5,2004,2004,1375,1414,0,1414,2,0,2,6,1,2,398,144,20,0,2006,5,178740,2,2,2789,2.0,126.4073550212164
4456,4,5,1920,2008,736,736,716,1452,2,0,2,8,0,0,0,0,0,0,2009,6,113000,89,1,2188,2.0,77.8236914600551
11316,7,5,2002,2003,817,824,1070,1894,2,1,4,8,1,2,510,0,40,0,2010,2,214900,8,7,2711,2.5,113.4635691657867
9750,6,8,1969,1969,1054,1054,0,1054,1,1,3,6,0,2,460,180,0,0,2008,7,151000,39,39,2108,1.5,143.2637571157495
11275,6,7,1932,1950,854,1096,895,1991,1,1,3,7,1,2,432,0,0,0,2007,3,220000,75,57,2845,1.5,110.49723756906077
10264,7,5,1999,1999,1588,1588,0,1588,2,0,3,6,0,2,472,158,29,0,2006,8,214000,7,7,3176,2.0,134.76070528967256
21000,6,5,1953,1953,1809,2259,0,2259,2,0,3,7,2,2,450,166,120,0,2007,10,217000,54,54,4068,2.0,96.06020362992474
9439,5,5,1930,1950,912,912,336,1248,1,0,2,6,0,1,160,0,0,0,2007,3,87000,77,57,2160,1.0,69.71153846153847
8000,6,5,1995,1996,773,773,885,1658,2,1,3,8,1,2,431,224,84,0,2008,6,188000,13,12,2431,2.5,113.38962605548853
8402,5,5,2007,2007,1120,1120,0,1120,1,0,3,6,0,0,0,0,30,0,2007,12,147000,0,0,2240,1.0,131.25
10440,5,6,1910,1981,440,682,548,1230,1,1,2,5,0,2,440,74,0,0,2009,5,110000,99,28,1670,1.5,89.4308943089431
10382,7,6,1973,1973,1107,1107,983,2090,2,1,3,7,2,2,484,235,204,0,2009,11,200000,36,36,3197,2.5,95.69377990430623
10335,7,5,1999,1999,1490,1501,0,1501,2,0,3,6,0,2,577,144,29,0,2009,6,204000,10,10,2991,2.0,135.90939373750834
8532,5,6,1954,1990,1297,1297,0,1297,1,0,3,5,1,2,498,0,0,0,2009,10,153000,55,19,2594,1.0,117.96453353893601
8125,7,5,2006,2007,1092,1112,438,1550,2,0,2,7,0,2,438,0,168,0,2009,10,241000,3,2,2642,2.0,155.48387096774192
1953,6,5,1973,1973,483,483,504,987,1,1,2,5,0,1,264,72,0,0,2006,6,83000,33,33,1470,1.5,84.09321175278622
12513,4,4,1920,2007,715,1281,457,1738,2,0,4,7,1,1,368,55,0,0,2009,6,104900,89,2,2453,2.0,60.35673187571922
13517,6,8,1976,2005,725,725,754,1479,2,1,3,6,0,2,475,0,44,0,2010,3,130500,34,5,2204,2.5,88.23529411764706
9600,6,8,1976,1976,1262,1262,0,1262,2,0,3,6,1,2,460,298,0,0,2007,5,181500,31,31,2524,2.0,143.81933438985737
12394,7,5,2003,2003,847,847,886,1733,2,1,3,7,1,2,433,100,48,0,2007,10,225000,4,4,2580,2.5,129.8326601269475
13006,7,5,1997,1997,964,993,1243,2236,2,1,4,8,1,2,642,0,0,0,2006,11,222000,9,9,3200,2.5,99.28443649373882
7340,4,6,1971,1971,858,858,0,858,1,0,2,4,0,1,684,0,0,0,2007,6,110000,36,36,1716,1.0,128.2051282051282
17500,7,8,1959,2002,1902,1902,0,1902,2,0,3,7,2,2,567,0,207,0,2010,5,335000,51,8,3804,2.0,176.130389064143
10355,5,5,1967,1967,1214,1214,0,1214,2,0,3,5,1,1,318,0,111,0,2007,7,143000,40,40,2428,2.0,117.79242174629324
7200,6,6,1976,1976,1041,1125,0,1125,1,0,3,6,1,1,352,296,0,0,2009,10,125000,33,33,2166,1.0,111.11111111111111
14000,7,5,1996,1997,1306,1306,954,2260,2,1,3,7,0,2,533,296,44,0,2010,4,328000,14,13,3566,2.5,145.13274336283186
8749,7,5,2002,2002,1459,1459,0,1459,2,0,3,6,1,2,527,192,39,0,2007,9,192000,5,5,2918,2.0,131.59698423577794
18890,5,5,1977,1977,1361,1361,1259,2620,2,2,4,12,1,2,600,155,24,0,2007,8,190000,30,30,3981,3.0,72.51908396946565
2448,7,5,2003,2004,764,764,862,1626,2,1,2,6,0,2,474,0,27,0,2008,10,154000,5,4,2390,2.5,94.71094710947109
9353,4,5,1970,1970,864,864,0,864,1,0,3,5,0,1,280,0,0,0,2006,7,116050,36,36,1728,1.0,134.31712962962962
8750,7,5,1994,1995,915,933,975,1908,2,1,4,8,1,2,493,144,133,0,2008,7,210000,14,13,2823,2.5,110.062893081761
9600,6,6,1955,1996,992,1661,0,1661,1,0,3,8,1,1,377,0,28,0,2008,10,165500,53,12,2653,1.0,99.6387718242023
12274,7,5,2008,2008,1417,1428,0,1428,2,0,3,6,0,2,554,0,60,0,2008,7,227680,0,0,2845,2.0,159.43977591036415
11435,8,7,1929,1950,792,792,725,1517,1,0,3,7,2,2,400,0,0,0,2006,6,230000,77,56,2309,1.0,151.61502966381016
